STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,Count_
24,510,040100,1,245100401001,2
24,510,271503,1,245102715031,1
24,510,200600,2,245102006002,1
24,510,220100,1,245102201001,1
24,510,010500,1,245100105001,1
24,510,240200,1,245102402001,1
24,510,272005,1,245102720051,1
24,510,020300,2,245100203002,1
24,510,020300,3,245100203003,1
24,510,120100,3,245101201003,1
24,510,270401,1,245102704011,1
24,510,130600,2,245101306002,2
24,510,220100,4,245102201004,1
24,510,271400,3,245102714003,1
24,510,130804,1,245101308041,1
24,510,271501,3,245102715013,1
24,510,271200,1,245102712001,1
24,510,271200,3,245102712003,1
24,510,170100,1,245101701001,1
24,510,120300,1,245101203001,1
24,510,271501,2,245102715012,1
24,510,270401,2,245102704012,1
24,510,272003,4,245102720034,1
24,510,170300,1,245101703001,1
24,510,230200,2,245102302002,1
24,510,261100,1,245102611001,2
24,510,240100,1,245102401001,1
24,510,270200,1,245102702001,1
24,510,220100,2,245102201002,1
24,510,220100,3,245102201003,1
24,510,271501,4,245102715014,1
24,510,020100,2,245100201002,2
24,510,010200,2,245100102002,1
24,510,010200,4,245100102004,1
24,510,040100,2,245100401002,3
24,510,090100,2,245100901002,1
24,510,030200,2,245100302002,3
24,510,010300,2,245100103002,2
24,510,010400,2,245100104002,1
24,021,752102,2,240217521022,1
24,021,750803,1,240217508031,1
24,021,750506,1,240217505061,1
24,021,750505,2,240217505052,1
24,017,850706,1,240178507061,3
24,005,490400,1,240054904001,4
24,005,403100,1,240054031001,1
24,005,420100,2,240054201002,1
24,005,401301,1,240054013011,1
24,005,400701,2,240054007012,2
24,005,420800,2,240054208002,1
24,005,403602,1,240054036021,1
24,005,401000,2,240054010002,1
24,005,408502,1,240054085021,2
24,005,490601,1,240054906011,1
24,005,451900,3,240054519003,1
24,005,403803,1,240054038031,2
24,005,411201,1,240054112011,1
24,005,420800,1,240054208001,1
24,005,411407,1,240054114071,1
24,005,408900,2,240054089002,2
24,005,440701,2,240054407012,1
24,005,402603,1,240054026031,1
24,005,403802,1,240054038021,2
24,005,400500,1,240054005001,1
24,025,303900,1,240253039001,1
24,013,504202,2,240135042022,1
24,013,505207,2,240135052072,1
24,013,505208,1,240135052081,2
24,025,301205,2,240253012052,1
24,025,301702,3,240253017023,1
24,013,504100,2,240135041002,2
24,025,304202,5,240253042025,1
24,013,509002,1,240135090021,2
24,013,507802,1,240135078021,1
24,025,303501,2,240253035012,1
24,025,305100,3,240253051003,1
24,013,514201,3,240135142013,1
24,025,303400,3,240253034003,1
24,005,403601,1,240054036011,1
24,005,420301,1,240054203011,1
24,033,803512,3,240338035123,1
24,033,804300,2,240338043002,1
24,033,803508,2,240338035082,1
24,033,806900,2,240338069002,1
24,033,803522,2,240338035222,1
24,033,803605,2,240338036052,1
24,005,490602,1,240054906021,1
24,005,403402,2,240054034022,2
24,005,402404,2,240054024042,1
24,005,411306,3,240054113063,1
24,033,803516,1,240338035161,2
24,033,807000,4,240338070004,1
24,005,401507,1,240054015071,1
24,033,800402,2,240338004022,1
24,033,807000,2,240338070002,1
24,033,800213,3,240338002133,1
24,005,440702,2,240054407022,1
24,033,800409,1,240338004091,1
24,033,800701,1,240338007011,3
24,005,403500,1,240054035001,1
24,005,490500,1,240054905001,3
24,033,800516,1,240338005161,1
24,033,803527,2,240338035272,1
24,005,408703,3,240054087033,1
24,005,408506,2,240054085062,1
24,005,402307,3,240054023073,1
24,033,801407,3,240338014073,1
24,033,802204,2,240338022042,1
24,033,800706,1,240338007061,2
24,005,490601,2,240054906012,1
24,005,490500,3,240054905003,1
24,005,490703,1,240054907031,1
24,005,408302,2,240054083022,2
24,033,806714,2,240338067142,1
24,033,800514,1,240338005141,3
24,033,807200,4,240338072004,1
24,033,807408,2,240338074082,1
24,033,803522,1,240338035221,1
24,005,492600,2,240054926002,2
24,005,403702,2,240054037022,1
24,033,801305,2,240338013052,1
24,033,801308,1,240338013081,1
24,033,801309,1,240338013091,1
24,033,801802,3,240338018023,1
24,033,804700,1,240338047001,1
24,005,404101,2,240054041012,1
24,033,800705,2,240338007052,2
24,005,404102,1,240054041021,2
24,033,800208,2,240338002082,1
24,033,803513,1,240338035131,1
24,005,402603,2,240054026032,1
24,005,402603,3,240054026033,2
24,033,801005,2,240338010052,1
24,033,801410,1,240338014101,1
24,033,801404,3,240338014043,1
24,033,800704,2,240338007042,1
24,033,806400,2,240338064002,1
24,005,403401,2,240054034012,1
24,005,403701,5,240054037015,2
24,005,403701,2,240054037012,2
24,033,801305,1,240338013051,1
24,033,803521,1,240338035211,1
24,005,408303,1,240054083031,3
24,033,800519,3,240338005193,1
24,033,800513,4,240338005134,1
24,005,404900,3,240054049003,1
24,005,408704,1,240054087041,1
24,005,408100,1,240054081001,1
24,005,408304,2,240054083042,1
24,005,408304,1,240054083041,1
24,005,408507,3,240054085073,1
24,033,804002,2,240338040022,2
24,033,801405,2,240338014052,1
24,033,806706,1,240338067061,1
24,031,702102,1,240317021021,1
24,031,702200,3,240317022003,1
24,031,701316,2,240317013162,1
24,031,703601,3,240317036013,1
24,031,703201,2,240317032012,3
24,031,704700,2,240317047002,2
24,031,705502,2,240317055022,2
24,031,700101,3,240317001013,1
24,031,700207,2,240317002072,1
24,031,703221,2,240317032212,2
24,031,701422,1,240317014221,1
24,031,702900,4,240317029004,1
24,031,701215,2,240317012152,2
24,031,704502,1,240317045021,2
24,031,700206,2,240317002062,1
24,031,701410,1,240317014101,1
24,031,701307,1,240317013071,3
24,031,706010,2,240317060102,1
24,031,700713,1,240317007131,1
24,031,701206,1,240317012061,4
24,031,706009,2,240317060092,5
24,031,700312,3,240317003123,1
24,031,700311,1,240317003111,1
24,031,705000,1,240317050001,1
24,031,704700,4,240317047004,4
24,031,704600,1,240317046001,1
24,031,704600,2,240317046002,1
24,031,705400,1,240317054001,4
24,031,705502,1,240317055021,2
24,031,702900,5,240317029005,1
24,031,705601,2,240317056012,1
24,031,701308,1,240317013081,1
24,031,703208,2,240317032082,1
24,031,704806,2,240317048062,2
24,031,702200,1,240317022001,1
24,031,705300,1,240317053001,1
24,031,701006,3,240317010063,1
24,031,705200,1,240317052001,1
24,031,705100,1,240317051001,3
24,031,702602,1,240317026021,1
24,031,702700,4,240317027004,2
24,031,700309,1,240317003091,1
24,031,700608,2,240317006082,4
24,031,700613,1,240317006131,1
24,031,706013,2,240317060132,2
24,031,705800,3,240317058003,2
24,031,701206,3,240317012063,1
24,031,705902,3,240317059023,1
24,031,705701,1,240317057011,1
24,031,700310,1,240317003101,1
24,031,705602,2,240317056022,1
24,031,705702,2,240317057022,1
24,031,705601,1,240317056011,1
24,031,703208,1,240317032081,2
24,031,700606,3,240317006063,1
24,031,700826,3,240317008263,2
24,031,700829,1,240317008291,2
24,031,701221,2,240317012212,1
24,031,704805,1,240317048051,4
24,031,704502,2,240317045022,1
24,031,705602,1,240317056021,1
24,031,705800,1,240317058001,3
24,031,705800,2,240317058002,1
24,031,706008,3,240317060083,2
24,031,705901,2,240317059012,1
24,031,705601,3,240317056013,2
24,031,705901,1,240317059011,3
24,031,705100,3,240317051003,3
24,031,701507,3,240317015073,1
24,031,701205,2,240317012052,2
24,031,700500,3,240317005003,1
24,031,704000,3,240317040003,1
24,031,700824,1,240317008241,1
24,031,703221,3,240317032213,1
24,031,700615,1,240317006151,1
24,031,701313,1,240317013131,1
24,031,705902,2,240317059022,3
24,031,703214,2,240317032142,1
24,031,706007,3,240317060073,2
24,031,700717,4,240317007174,1
24,031,700704,2,240317007042,1
24,031,701219,1,240317012191,1
24,031,700835,2,240317008352,1
24,031,701205,1,240317012051,3
24,031,700713,2,240317007132,1
24,031,701211,2,240317012112,2
24,031,701221,1,240317012211,1
24,031,700718,1,240317007181,3
24,031,704401,2,240317044012,2
24,031,703212,2,240317032122,4
24,031,704000,4,240317040004,1
24,031,700306,2,240317003062,1
24,031,700810,2,240317008102,2
24,031,703901,3,240317039013,2
24,031,703502,1,240317035021,1
24,031,701507,1,240317015071,2
24,031,704300,1,240317043001,2
24,031,700308,4,240317003084,1
24,031,705000,4,240317050004,1
24,031,705400,2,240317054002,2
24,031,704804,1,240317048041,1
24,031,705501,2,240317055012,1
24,031,701503,1,240317015031,1
24,031,706011,2,240317060112,1
24,031,703301,2,240317033012,1
24,031,705702,1,240317057021,1
24,031,704300,2,240317043002,1
24,031,704404,1,240317044041,4
24,031,704404,2,240317044042,1
24,031,706008,1,240317060081,5
24,031,701214,1,240317012141,3
24,031,701216,3,240317012163,1
24,031,700103,3,240317001033,2
24,031,704401,1,240317044011,1
24,031,706007,1,240317060071,2
24,031,701007,1,240317010071,3
24,031,706012,3,240317060123,1
24,031,704000,1,240317040001,1
24,031,701304,4,240317013044,1
24,031,704700,3,240317047003,1
24,031,700101,2,240317001012,2
24,031,700902,2,240317009022,1
24,031,701212,1,240317012121,1
24,031,701205,4,240317012054,3
24,031,704503,2,240317045032,1
24,031,702601,4,240317026014,1
24,031,702500,4,240317025004,1
24,031,702800,2,240317028002,2
24,031,704300,4,240317043004,1
24,031,701407,2,240317014072,1
24,031,706013,1,240317060131,1
24,031,704100,1,240317041001,1
24,031,700812,2,240317008122,2
24,031,700901,2,240317009012,1
24,031,700901,1,240317009011,1
24,031,703800,1,240317038001,1
24,031,703702,2,240317037022,1
24,031,703601,1,240317036011,2
24,031,703602,3,240317036023,3
24,031,704200,2,240317042002,2
24,031,701505,2,240317015052,1
24,031,702401,2,240317024012,1
24,031,702401,1,240317024011,1
24,031,702900,1,240317029001,1
24,031,701314,2,240317013142,1
24,031,700716,2,240317007162,2
24,031,705100,2,240317051002,4
24,031,700715,3,240317007153,1
24,031,706005,3,240317060053,3
24,031,706009,1,240317060091,3
24,031,702700,3,240317027003,1
24,031,704600,3,240317046003,2
24,031,704501,4,240317045014,1
24,031,703100,4,240317031004,1
24,031,701206,4,240317012064,1
24,031,705903,2,240317059032,1
24,031,700607,1,240317006071,1
24,031,706005,2,240317060052,2
24,031,706011,3,240317060113,1
24,031,701211,3,240317012113,2
24,031,706011,1,240317060111,2
24,031,706007,2,240317060072,2
24,031,701701,3,240317017013,1
24,031,701002,2,240317010022,1
24,031,705200,3,240317052003,2
24,031,702500,3,240317025003,1
24,031,701308,2,240317013082,3
24,003,706500,2,240037065002,1
24,003,731303,3,240037313033,1
24,003,702402,1,240037024021,1
24,003,701300,4,240037013004,1
24,003,701300,2,240037013002,1
24,003,730401,2,240037304012,1
24,003,740602,2,240037406022,1
24,003,701102,4,240037011024,1
24,003,702100,3,240037021003,4
24,003,751700,1,240037517001,1
24,003,740104,1,240037401041,2
24,003,706302,3,240037063023,1
24,003,707001,2,240037070012,1
24,003,740203,2,240037402032,1
24,003,740701,2,240037407012,2
24,003,740702,1,240037407021,1
24,003,702209,2,240037022092,3
24,003,702205,2,240037022052,1
24,003,702208,2,240037022082,1
24,003,740500,3,240037405003,1
24,003,702209,3,240037022093,2
24,003,702208,1,240037022081,1
24,003,706101,1,240037061011,1
24,003,730902,1,240037309021,1
24,003,740305,1,240037403051,1
24,003,730800,1,240037308001,3
24,003,740304,1,240037403041,2
24,003,730601,2,240037306012,1
24,003,730604,3,240037306043,1
24,003,730100,3,240037301003,1
24,003,751500,2,240037515002,1
24,003,740201,1,240037402011,1
24,003,706301,1,240037063011,1
24,003,708001,2,240037080012,1
24,003,730604,1,240037306041,1
24,003,731201,1,240037312011,2
24,003,740104,3,240037401043,1
24,003,731102,2,240037311022,1
24,003,730506,1,240037305061,1
24,003,740800,1,240037408001,2
24,003,706401,3,240037064013,1
24,003,730603,2,240037306032,1
24,003,731102,3,240037311023,1
24,003,740900,1,240037409001,2
24,003,740103,1,240037401031,1
24,009,860600,1,240098606001,1
24,027,604001,1,240276040011,1
24,027,604001,3,240276040013,1
24,027,604002,3,240276040023,1
24,027,601103,2,240276011032,1
24,027,606706,3,240276067063,1
24,027,602302,3,240276023023,1
24,027,602600,3,240276026003,1
24,027,602304,2,240276023042,1
24,027,603001,1,240276030011,4
24,027,605601,4,240276056014,1
24,027,605505,1,240276055051,2
24,027,605102,1,240276051021,1
24,027,605601,2,240276056012,1
24,027,605102,3,240276051023,2
24,027,605402,4,240276054024,1
24,027,605601,3,240276056013,1
24,027,602306,2,240276023062,1
24,027,602202,2,240276022022,1
24,027,602201,1,240276022011,1
24,027,601105,1,240276011051,1
24,027,601108,1,240276011081,2
24,027,605103,2,240276051032,1
24,027,603003,2,240276030032,1
24,027,602100,5,240276021005,1
24,027,601104,2,240276011042,2
24,027,605102,2,240276051022,1
24,027,605104,1,240276051041,1
24,027,605104,2,240276051042,1
24,027,605504,1,240276055041,3
24,027,605503,2,240276055032,1
24,027,605502,2,240276055022,1
24,027,606806,1,240276068061,3
24,027,606707,1,240276067071,1
24,027,606905,3,240276069053,1
24,027,605502,3,240276055023,1
24,027,605502,1,240276055021,1
24,027,602100,2,240276021002,1
24,027,606901,4,240276069014,1
24,027,606701,2,240276067012,2
24,027,606705,1,240276067051,1
42,021,013200,4,420210132004,1
42,003,020100,5,420030201005,1
42,003,141400,4,420031414004,1
42,003,411000,2,420034110002,1
42,003,525300,2,420035253002,1
42,003,070300,3,420030703003,1
42,003,070300,2,420030703002,1
42,003,422000,4,420034220004,1
42,003,473602,1,420034736021,1
42,003,414200,1,420034142001,2
42,045,407202,2,420454072022,1
42,045,410100,2,420454101002,2
42,045,407201,1,420454072011,1
42,045,409803,4,420454098034,3
42,045,406903,3,420454069033,1
42,045,401800,3,420454018003,1
42,045,408001,4,420454080014,1
42,045,409802,2,420454098022,4
42,045,409602,2,420454096022,1
42,045,408800,3,420454088003,1
42,045,407401,2,420454074012,1
42,045,408002,4,420454080024,3
42,045,406201,1,420454062011,1
42,045,409803,1,420454098031,1
42,045,401200,1,420454012001,1
42,045,401900,5,420454019005,1
42,045,409100,1,420454091001,1
42,045,410100,1,420454101001,3
42,045,407401,1,420454074011,1
42,045,409803,3,420454098033,2
42,045,409802,3,420454098023,4
42,045,409802,1,420454098021,3
42,045,409602,1,420454096021,1
42,045,409701,3,420454097013,1
42,045,409902,3,420454099023,4
42,045,409904,2,420454099042,11
42,045,409601,3,420454096013,1
42,045,402800,3,420454028003,1
42,045,406100,1,420454061001,1
42,045,404300,1,420454043001,1
42,045,407804,3,420454078043,1
42,045,407600,3,420454076003,3
42,045,408001,5,420454080015,2
42,045,410301,2,420454103012,1
42,045,407901,1,420454079011,1
42,045,409902,1,420454099021,1
42,045,410800,6,420454108006,2
42,045,409601,1,420454096011,1
42,045,407000,2,420454070002,1
42,045,407600,2,420454076002,2
42,045,410400,2,420454104002,1
42,045,410302,2,420454103022,1
42,045,409100,3,420454091003,1
42,045,410302,1,420454103021,1
42,045,400900,1,420454009001,2
42,045,401103,2,420454011032,1
42,045,408101,2,420454081012,1
42,045,410800,5,420454108005,1
42,045,410800,1,420454108001,1
42,045,408800,1,420454088001,1
42,045,408800,6,420454088006,1
42,045,401104,1,420454011041,1
42,045,410200,1,420454102001,1
42,093,050400,1,420930504001,1
42,093,050200,1,420930502001,1
42,037,050200,4,420370502004,1
42,017,105400,2,420171054002,1
42,017,105509,1,420171055091,1
42,017,105006,4,420171050064,2
42,017,105009,1,420171050091,3
42,017,105300,2,420171053002,3
42,017,104503,1,420171045031,2
42,017,100900,1,420171009001,3
42,017,105510,1,420171055101,1
42,017,105511,2,420171055112,1
42,017,105508,2,420171055082,2
42,017,105207,1,420171052071,3
42,017,104502,1,420171045021,3
42,017,105202,3,420171052023,1
42,017,105004,1,420171050041,2
42,017,104603,2,420171046032,2
42,017,105011,1,420171050111,1
42,017,104901,2,420171049012,3
42,011,011703,2,420110117032,1
42,017,102004,1,420171020041,1
42,017,105400,3,420171054003,4
42,017,104902,2,420171049022,3
42,017,104902,1,420171049021,1
42,017,101802,2,420171018022,1
42,011,011904,2,420110119042,1
42,017,101803,3,420171018033,1
42,017,105013,2,420171050132,2
42,017,104204,1,420171042041,1
42,017,102402,1,420171024021,1
42,017,105505,2,420171055052,3
42,017,102002,1,420171020021,1
42,017,105100,1,420171051001,2
42,017,104303,2,420171043032,1
42,017,105208,1,420171052081,1
42,017,100208,3,420171002083,1
42,017,105010,2,420171050102,2
42,017,105008,1,420171050081,1
42,017,101403,1,420171014031,1
42,017,100808,2,420171008082,1
42,017,100304,1,420171003041,1
42,017,101605,2,420171016052,1
42,017,104506,1,420171045061,1
42,017,106300,1,420171063001,1
42,017,105003,2,420171050032,2
42,017,100401,1,420171004011,2
42,017,100306,2,420171003062,1
42,017,105400,4,420171054004,1
42,017,105810,2,420171058102,1
42,017,105600,1,420171056001,1
42,017,100809,2,420171008092,1
42,017,102004,2,420171020042,1
42,017,106100,1,420171061001,1
42,017,105003,3,420171050033,2
42,017,104702,1,420171047021,1
42,017,102003,1,420171020031,1
42,017,104400,1,420171044001,2
42,017,106200,2,420171062002,1
42,129,807800,1,421298078001,1
42,129,805400,1,421298054001,1
42,029,300400,1,420293004001,1
42,029,300109,3,420293001093,5
42,029,300106,1,420293001061,1
42,029,304501,1,420293045011,2
42,069,112000,1,420691120001,1
42,077,006101,2,420770061012,1
42,029,301700,1,420293017001,1
42,029,300600,2,420293006002,1
42,029,302204,2,420293022042,1
42,029,302202,3,420293022023,1
42,029,302802,1,420293028021,2
42,029,302203,3,420293022033,1
42,029,302804,2,420293028042,1
42,029,301000,3,420293010003,1
42,029,301000,4,420293010004,2
42,029,300202,1,420293002021,2
42,029,302500,2,420293025002,1
42,029,300108,1,420293001081,1
42,029,302704,1,420293027041,1
42,029,302703,2,420293027032,1
42,029,303301,2,420293033012,1
42,029,303000,1,420293030001,2
42,029,302101,1,420293021011,2
42,029,306000,3,420293060003,1
42,029,300201,1,420293002011,1
42,029,300201,2,420293002012,1
42,029,302705,2,420293027052,2
42,029,303302,1,420293033021,2
42,125,781700,2,421257817002,1
42,029,300104,3,420293001043,1
42,029,302706,2,420293027062,1
42,029,302902,1,420293029021,1
42,029,311401,1,420293114011,1
42,029,305600,1,420293056001,1
42,029,300301,2,420293003012,1
42,029,304405,3,420293044053,1
42,077,006600,5,420770066005,1
42,029,300202,2,420293002022,1
42,029,306000,2,420293060002,1
42,029,300800,1,420293008001,1
42,029,300501,2,420293005012,1
42,029,300106,3,420293001063,1
42,029,300301,1,420293003011,1
42,029,304405,1,420293044051,2
42,029,304406,1,420293044061,1
42,029,301800,2,420293018002,1
42,125,746100,3,421257461003,1
42,029,302000,2,420293020002,3
42,029,301900,2,420293019002,1
42,029,300302,2,420293003022,3
42,077,007000,1,420770070001,1
42,077,006905,3,420770069053,1
42,069,110403,2,420691104032,1
42,091,204900,4,420912049004,3
42,091,204800,1,420912048001,1
42,091,205502,2,420912055022,1
42,091,201706,3,420912017063,3
42,091,205400,4,420912054004,1
42,091,204600,3,420912046003,1
42,091,204600,4,420912046004,1
42,091,202604,1,420912026041,1
42,091,202301,2,420912023012,1
42,091,201406,2,420912014062,1
42,091,201501,2,420912015012,1
42,091,204010,1,420912040101,2
42,091,203104,2,420912031042,2
42,091,205808,3,420912058083,2
42,091,210600,2,420912106002,1
42,091,200704,2,420912007042,2
42,091,200708,3,420912007083,1
42,091,201203,1,420912012031,2
42,091,203105,3,420912031053,4
42,091,204800,3,420912048003,7
42,091,208204,2,420912082042,1
42,091,208802,1,420912088021,1
42,091,206106,3,420912061063,1
42,091,206703,1,420912067031,1
42,091,208201,1,420912082011,1
42,091,200103,1,420912001031,2
42,091,203401,1,420912034011,2
42,091,203205,2,420912032052,1
42,091,207104,2,420912071042,1
42,091,201006,1,420912010061,1
42,091,206904,3,420912069043,1
42,091,206006,1,420912060061,1
42,091,203106,1,420912031061,1
42,091,207003,2,420912070032,2
42,091,206904,1,420912069041,1
42,091,203902,1,420912039021,2
42,091,205904,1,420912059041,1
42,091,205400,1,420912054001,1
42,091,204900,2,420912049002,3
42,091,204300,1,420912043001,1
42,091,204702,1,420912047021,2
42,091,204600,5,420912046005,1
42,091,205905,2,420912059052,1
42,041,011700,4,420410117004,1
42,091,206905,1,420912069051,1
42,091,206104,1,420912061041,1
42,091,206704,1,420912067041,1
42,091,203303,1,420912033031,1
42,091,200907,2,420912009072,1
42,091,203205,3,420912032053,1
42,091,201301,1,420912013011,1
42,091,206007,2,420912060072,1
42,091,206102,4,420912061024,1
42,091,206105,2,420912061052,2
42,091,206704,2,420912067042,1
42,091,201410,1,420912014101,2
42,091,201409,1,420912014091,3
42,091,203207,1,420912032071,1
42,091,204702,2,420912047022,1
42,091,200103,2,420912001032,1
42,091,204701,1,420912047011,1
42,091,204900,1,420912049001,2
42,091,204800,2,420912048002,4
42,091,201404,1,420912014041,1
42,091,208302,3,420912083023,1
42,091,204400,2,420912044002,3
42,091,204101,4,420912041014,1
42,041,011802,1,420410118021,1
42,079,216200,1,420792162001,1
42,091,201204,2,420912012042,2
42,091,205400,2,420912054002,3
42,091,210200,1,420912102001,1
42,091,205903,1,420912059031,6
42,091,205805,3,420912058053,1
42,091,201502,1,420912015021,2
42,091,201404,2,420912014042,1
42,091,203208,2,420912032082,2
42,091,204009,1,420912040091,1
42,091,203105,2,420912031052,3
42,091,205503,1,420912055031,2
42,091,200505,1,420912005051,1
42,091,204500,4,420912045004,3
42,091,200306,1,420912003061,1
42,091,200402,3,420912004023,1
42,091,206201,1,420912062011,1
42,091,206005,2,420912060052,2
42,091,203000,2,420912030002,5
42,091,210500,2,420912105002,1
42,091,201406,1,420912014061,1
42,091,201204,1,420912012041,2
42,091,203204,4,420912032044,1
42,091,200104,2,420912001042,1
42,091,204500,1,420912045001,2
42,091,206300,2,420912063002,1
42,091,201408,1,420912014081,1
42,091,200507,2,420912005072,1
42,091,201901,3,420912019013,1
42,091,201705,2,420912017052,1
42,091,202302,1,420912023021,2
42,091,204101,2,420912041012,1
42,091,202402,5,420912024025,1
42,091,200200,1,420912002001,1
42,091,210300,3,420912103003,3
42,091,200901,2,420912009012,1
42,091,201408,2,420912014082,2
42,091,200506,2,420912005062,1
42,091,205000,1,420912050001,2
42,091,203104,3,420912031043,1
42,091,206801,1,420912068011,2
42,091,201502,2,420912015022,2
42,091,205200,1,420912052001,1
42,091,205502,4,420912055024,1
42,091,204102,1,420912041021,4
42,091,200505,2,420912005052,1
42,091,200605,3,420912006053,4
42,091,201201,2,420912012012,1
42,091,201201,1,420912012011,2
42,091,203103,1,420912031031,1
42,091,210100,2,420912101002,1
42,101,012204,2,421010122042,1
42,101,001002,3,421010010023,1
42,101,036900,3,421010369003,1
42,101,001001,1,421010010011,2
42,101,000200,1,421010002001,1
42,101,036700,1,421010367001,2
42,101,000402,2,421010004022,1
42,101,012500,2,421010125002,6
42,101,013401,1,421010134011,2
42,101,013500,2,421010135002,1
42,101,013602,2,421010136022,1
42,101,013602,1,421010136021,1
42,101,013602,4,421010136024,1
42,101,000300,1,421010003001,1
42,101,000700,2,421010007002,6
42,101,000402,1,421010004021,2
42,101,000804,3,421010008043,2
42,101,000803,4,421010008034,4
42,101,000804,2,421010008042,2
42,101,000803,2,421010008032,2
42,101,001202,1,421010012021,3
42,101,001202,5,421010012025,1
42,101,020500,1,421010205001,1
42,071,012301,3,420710123013,1
42,101,008601,1,421010086011,1
42,101,025800,1,421010258001,2
42,101,026200,4,421010262004,1
42,101,000300,2,421010003002,4
42,101,000600,1,421010006001,4
42,101,000700,3,421010007003,2
42,101,000804,1,421010008041,4
42,101,000902,1,421010009021,8
42,101,000902,2,421010009022,1
42,101,000901,2,421010009012,3
42,101,000901,1,421010009011,1
42,101,001102,2,421010011022,2
42,101,001201,2,421010012012,4
42,101,001201,4,421010012014,3
42,101,033500,2,421010335002,1
42,101,001400,2,421010014002,2
42,101,001700,1,421010017001,2
42,101,001800,1,421010018001,1
42,101,014300,1,421010143001,1
42,101,034400,4,421010344004,1
42,101,002801,3,421010028013,1
42,101,002900,2,421010029002,1
42,101,003001,2,421010030012,1
42,101,000100,1,421010001001,2
42,101,000801,1,421010008011,4
42,101,001700,2,421010017002,2
42,101,003600,4,421010036004,1
42,101,003702,1,421010037021,2
42,101,018300,1,421010183001,1
42,101,013401,2,421010134012,2
42,101,015800,1,421010158001,1
42,101,003901,1,421010039011,2
42,101,003901,3,421010039013,1
42,101,035100,1,421010351001,1
42,101,037300,2,421010373002,1
42,101,020700,1,421010207001,1
42,101,020700,3,421010207003,2
42,101,020700,2,421010207002,1
42,101,021500,2,421010215002,3
42,101,038700,2,421010387002,2
42,101,038600,1,421010386001,1
42,101,038800,4,421010388004,4
42,101,038800,2,421010388002,3
42,101,021000,5,421010210005,1
42,101,021200,2,421010212002,1
42,101,021500,3,421010215003,2
42,101,033600,3,421010336003,1
42,101,000803,1,421010008031,1
42,101,000803,3,421010008033,5
42,101,000500,1,421010005001,2
42,101,000401,1,421010004011,6
42,101,001400,3,421010014003,1
42,101,001300,5,421010013005,1
42,101,021700,1,421010217001,1
42,101,023600,2,421010236002,1
42,027,012500,2,420270125002,1
42,095,017606,1,420950176061,1
42,101,007800,3,421010078003,1
42,101,007900,4,421010079004,1
42,101,007900,3,421010079003,1
42,101,024300,2,421010243002,1
42,101,034600,1,421010346001,1
42,101,008702,2,421010087022,2
42,101,008701,3,421010087013,1
42,101,008802,3,421010088023,1
42,101,009000,2,421010090002,2
42,101,025500,1,421010255001,1
42,101,035500,3,421010355003,1
42,101,035302,1,421010353021,1
42,101,020700,4,421010207004,1
42,101,013300,1,421010133001,1
42,101,034702,2,421010347022,1
42,101,015600,1,421010156001,1
42,101,014200,2,421010142002,3
36,085,002002,1,360850020021,1
36,085,003300,2,360850033002,1
36,085,004700,1,360850047001,2
36,085,024401,1,360850244011,1
36,085,024401,2,360850244012,1
36,085,027702,2,360850277022,1
36,085,027705,1,360850277051,1
36,085,027705,3,360850277053,1
36,085,027706,1,360850277061,2
36,085,005900,1,360850059001,1
36,085,007000,2,360850070002,1
36,085,007000,3,360850070003,1
36,085,008100,1,360850081001,1
36,085,009601,2,360850096012,1
36,085,030301,2,360850303012,1
36,085,030302,3,360850303023,1
36,085,010500,2,360850105002,1
36,085,010500,4,360850105004,1
36,085,011201,1,360850112011,1
36,085,012100,1,360850121001,1
36,085,012200,1,360850122001,2
36,085,012200,3,360850122003,1
36,085,012500,3,360850125003,1
36,085,013203,3,360850132033,1
36,085,013800,2,360850138002,1
36,085,013800,1,360850138001,1
36,085,014700,2,360850147002,2
36,085,015601,2,360850156012,2
36,085,017600,2,360850176002,1
36,085,017600,3,360850176003,1
36,085,017600,1,360850176001,1
36,085,017700,3,360850177003,3
36,085,018901,1,360850189011,1
36,085,027900,1,360850279001,1
36,085,017005,1,360850170051,3
36,085,022600,3,360850226003,2
36,085,013203,1,360850132031,1
36,085,020803,1,360850208031,1
36,085,017007,1,360850170071,2
36,085,006700,3,360850067003,1
36,085,012100,2,360850121002,2
36,085,017009,3,360850170093,1
36,085,017010,4,360850170104,3
36,085,018100,2,360850181002,1
36,085,018100,3,360850181003,2
36,085,020803,3,360850208033,1
36,085,024401,3,360850244013,1
36,085,024402,1,360850244021,2
36,085,024800,3,360850248003,2
36,085,029104,4,360850291044,1
36,085,019800,4,360850198004,2
36,085,003900,2,360850039002,1
36,085,014607,1,360850146071,2
36,085,014608,2,360850146082,2
36,085,015603,2,360850156032,3
36,085,017010,3,360850170103,3
36,085,017700,4,360850177004,1
36,111,953500,3,361119535003,1
36,085,017700,6,360850177006,1
36,085,019800,2,360850198002,3
36,085,019800,3,360850198003,1
36,085,020801,4,360850208014,1
36,055,012700,2,360550127002,2
36,055,011703,3,360550117033,1
36,061,015700,4,360610157004,4
36,061,012600,1,360610126001,21
36,061,012800,3,360610128003,2
36,061,013000,3,360610130003,4
36,061,013300,1,360610133001,1
36,061,013200,1,360610132001,6
36,061,012800,4,360610128004,3
